0.0	46445619356837.53
1.0	36638193620200.2
2.0	31528123473210.1
3.0	27054701097835.2
4.0	21872282289137.3
5.0	17977054716829.066
6.0	14295492075007.4
7.0	10137760631639.768
8.0	7301667571184.467
9.0	5389480174517.5
10.0	3486837979197.3335
11.0	2547235003002.4
12.0	970322152800.9333
13.0	458702479809.0333
14.0	86540679316.2
15.0	144059860136.1
16.0	155376684382.2
17.0	219914409120.93332
18.0	150561498436.66666
19.0	168695036682.43332
20.0	135074629025.6
21.0	121072580571.3
22.0	117233312327.46666
23.0	121775906712.3
24.0	123465393377.73334
25.0	174904921924.83334
26.0	133601053769.86667
27.0	161525049266.03333
28.0	64020729464.63333
29.0	180844249545.83334
30.0	154810869505.96667
31.0	210517495313.0
32.0	143026687928.13333
33.0	189849312110.9
34.0	122368976785.86667
35.0	298417994633.5
36.0	177058587302.56668
37.0	108159312492.36667
38.0	251411982801.83334
39.0	173106355149.63333
40.0	134175617343.53334
41.0	129576518451.86667
42.0	267290057639.1
43.0	166033134994.73334
44.0	104872184528.06667
45.0	120146554473.4
46.0	189905054920.6
47.0	121860007492.2
48.0	135271498740.76666
49.0	123895959718.16667
