-1.4125E-10	2.0057E-12
-2.4192E-11	6.9483E-10
-2.4091E-11	1.6273E-10
-2.3990E-11	2.4622E-10
-2.3890E-11	3.3559E-10
-2.3789E-11	4.1471E-10
-2.3688E-11	5.6428E-10
-2.3587E-11	8.0178E-10
-2.3486E-11	1.0159E-9
-2.3386E-11	1.3189E-9
-2.3285E-11	1.6454E-9
-2.3184E-11	1.7156E-9
-2.3083E-11	1.4249E-9
-2.2982E-11	1.2144E-9
-2.2882E-11	9.7220E-10
-2.2781E-11	6.3575E-10
-2.2680E-11	4.8678E-10
-2.2579E-11	5.1003E-10
-2.2478E-11	4.9995E-10
-2.2378E-11	7.8953E-10
-2.2277E-11	1.1158E-9
-2.2176E-11	1.2181E-9
-2.2075E-11	1.3918E-9
-2.1974E-11	1.3700E-9
-2.1874E-11	1.1559E-9
-2.1773E-11	9.2422E-10
-2.1672E-11	8.1118E-10
-2.1571E-11	4.3160E-10
-2.1470E-11	2.8341E-10
-2.1370E-11	1.8914E-10
-2.1269E-11	1.2260E-10
-2.1168E-11	1.3929E-10
-2.1067E-11	1.4298E-10
-2.0966E-11	1.0886E-10
-2.0866E-11	8.8752E-11
-2.0765E-11	6.7049E-11
-2.0664E-11	7.8402E-11
-2.0563E-11	7.4376E-11
-2.0462E-11	6.0023E-11
-2.0362E-11	4.1958E-11
-2.0261E-11	5.2818E-11
-2.0160E-11	5.0464E-11
-2.0059E-11	3.6940E-11
-1.9958E-11	4.4759E-11
-1.9858E-11	2.4825E-11
-1.9757E-11	3.5656E-11
-1.9656E-11	2.7691E-11
-1.9555E-11	3.4673E-11
-1.9454E-11	1.4912E-11
-1.9354E-11	2.5656E-11
-1.9253E-11	1.7567E-11
-1.9152E-11	1.4982E-11
-1.9051E-11	1.1123E-11
-1.8950E-11	1.1180E-11
-1.8850E-11	2.9147E-11
-1.8749E-11	1.0208E-11
-1.8648E-11	1.3864E-11
-1.8547E-11	1.1075E-11
-1.8446E-11	8.0931E-12
-1.8346E-11	1.7053E-11
-1.8245E-11	1.7777E-11
-1.8144E-11	6.4351E-12
-1.8043E-11	6.5377E-12
-1.7942E-11	7.5833E-12
-1.7842E-11	2.1865E-11
-1.7741E-11	1.1121E-11
-1.7640E-11	1.2892E-11
-1.7539E-11	6.5915E-12
-1.7438E-11	1.1996E-11
-1.7338E-11	5.4228E-12
-1.7237E-11	2.3174E-11
-1.7136E-11	7.0981E-12
-1.7035E-11	9.9698E-12
-1.6934E-11	1.3092E-11
-1.6834E-11	7.9693E-12
-1.6733E-11	1.1683E-11
-1.6632E-11	9.5821E-12
-1.6531E-11	9.0654E-12
-1.6430E-11	1.1181E-11
-1.6330E-11	2.4538E-11
-1.6229E-11	1.2134E-11
-1.6128E-11	8.1303E-12
-1.6027E-11	1.8613E-11
-1.5926E-11	6.1097E-12
-1.5826E-11	1.4545E-11
-1.5725E-11	1.2192E-11
-1.5624E-11	2.1781E-11
-1.5523E-11	8.1437E-12
-1.5422E-11	1.4597E-11
-1.5322E-11	1.3053E-11
-1.5221E-11	1.7021E-11
-1.5120E-11	1.6415E-11
-1.5019E-11	1.0253E-11
-1.4918E-11	1.0271E-11
-1.4818E-11	1.2600E-11
-1.4717E-11	1.5498E-11
-1.4616E-11	1.4484E-11
-1.4515E-11	8.5254E-12
-1.4414E-11	2.9252E-11
-1.4314E-11	1.0000E-11
-1.4213E-11	1.1369E-11
-1.4112E-11	5.9598E-12
