-9.9086E-11	2.2261E-10
-9.8986E-11	1.1496E-11
-9.8885E-11	2.0002E-11
-9.8784E-11	1.7649E-11
-9.8683E-11	1.0147E-11
-9.8582E-11	8.3134E-12
-9.8482E-11	7.9033E-12
-9.8381E-11	1.1981E-11
-9.8280E-11	1.0229E-11
-9.8179E-11	1.0584E-11
-9.8078E-11	1.7015E-11
-9.7978E-11	2.4715E-11
-9.7877E-11	1.3789E-11
-9.7776E-11	1.5143E-11
-9.7675E-11	1.3808E-11
-9.7574E-11	1.3082E-11
-9.7474E-11	1.7055E-11
-9.7373E-11	9.3596E-12
-9.7272E-11	1.2694E-11
-9.7171E-11	1.3465E-11
-9.7070E-11	1.0659E-11
-9.6970E-11	2.1109E-11
-9.6869E-11	1.2036E-11
-9.6768E-11	8.8715E-12
-9.6667E-11	1.7516E-11
-9.6566E-11	1.5820E-11
-9.6466E-11	2.3684E-11
-9.6365E-11	1.2864E-11
-9.6264E-11	7.0730E-12
-9.6163E-11	1.8582E-11
-9.6062E-11	1.6992E-11
-9.5962E-11	1.4333E-11
-9.5861E-11	1.0860E-11
-9.5760E-11	2.0212E-11
-9.5659E-11	1.5580E-11
-9.5558E-11	1.2854E-11
-9.5458E-11	1.8071E-11
-9.5357E-11	1.1540E-11
-9.5256E-11	1.3626E-11
-9.5155E-11	1.1829E-11
-9.5054E-11	1.9807E-11
-9.4954E-11	2.1312E-11
-9.4853E-11	1.3855E-11
-9.4752E-11	7.9112E-12
-9.4651E-11	1.5809E-11
-9.4550E-11	1.0901E-11
-9.4450E-11	8.2556E-12
-9.4349E-11	9.2312E-12
-9.4248E-11	2.0275E-11
-9.4147E-11	8.6167E-12
-9.4046E-11	9.6427E-12
-9.3946E-11	1.7390E-11
-9.3845E-11	2.2729E-11
-9.3744E-11	1.4052E-11
-9.3643E-11	1.3189E-11
-9.3542E-11	2.1542E-11
-9.3442E-11	1.7630E-11
-9.3341E-11	1.4561E-11
-9.3240E-11	1.4231E-11
-9.3139E-11	1.4199E-11
-9.3038E-11	1.5564E-11
-9.2938E-11	1.5237E-11
-9.2837E-11	1.4458E-11
-9.2736E-11	1.4815E-11
-9.2635E-11	1.3821E-11
-9.2534E-11	1.6632E-11
-9.2434E-11	1.6048E-11
-9.2333E-11	1.8995E-11
-9.2232E-11	1.6129E-11
-9.2131E-11	2.4829E-11
-9.2030E-11	1.3263E-11
-9.1930E-11	9.5520E-12
-9.1829E-11	1.4847E-11
-9.1728E-11	1.5109E-11
-9.1627E-11	2.0440E-11
-9.1526E-11	1.6303E-11
-9.1426E-11	1.3719E-11
-9.1325E-11	2.1650E-11
-9.1224E-11	1.7177E-11
-9.1123E-11	1.2339E-11
-9.1022E-11	5.3968E-12
-9.0922E-11	9.9412E-12
-9.0821E-11	1.0382E-11
-9.0720E-11	1.5517E-11
-9.0619E-11	1.1258E-11
-9.0518E-11	1.2387E-11
-9.0418E-11	1.2851E-11
-9.0317E-11	2.4894E-11
-9.0216E-11	1.1125E-11
-9.0115E-11	1.8732E-11
-9.0014E-11	2.2744E-11
-8.9914E-11	5.9479E-12
-8.9813E-11	6.6623E-12
-8.9712E-11	2.3380E-11
-8.9611E-11	1.0855E-11
-8.9510E-11	1.3655E-11
-8.9410E-11	1.7242E-11
-8.9309E-11	2.2325E-11
-8.9208E-11	1.2287E-11
-8.9107E-11	1.2218E-11
-8.9006E-11	1.6639E-11
-8.8906E-11	1.8813E-11
-8.8805E-11	1.5143E-11
-8.8704E-11	1.7682E-11
-8.8603E-11	1.0502E-11
-8.8502E-11	1.3243E-11
-8.8402E-11	1.4671E-11
-8.8301E-11	1.2128E-11
-8.8200E-11	7.1253E-12
-8.8099E-11	1.2731E-11
-8.7998E-11	1.7241E-11
-8.7898E-11	1.5414E-11
-8.7797E-11	1.7014E-11
-8.7696E-11	1.3993E-11
-8.7595E-11	1.5288E-11
-8.7494E-11	8.7227E-12
-8.7394E-11	9.0367E-12
-8.7293E-11	5.5055E-12
-8.7192E-11	8.7271E-12
-8.7091E-11	1.2554E-11
-8.6990E-11	1.2663E-11
-8.6890E-11	2.5323E-11
-8.6789E-11	1.4887E-11
-8.6688E-11	1.7834E-11
-8.6587E-11	1.1748E-11
-8.6486E-11	2.2562E-11
-8.6386E-11	1.7312E-11
-8.6285E-11	9.0450E-12
-8.6184E-11	7.5493E-12
-8.6083E-11	2.7750E-11
-8.5982E-11	9.9243E-12
-8.5882E-11	1.1338E-11
-8.5781E-11	8.9275E-12
-8.5680E-11	1.1698E-11
-8.5579E-11	1.8436E-11
-8.5478E-11	8.3672E-12
-8.5378E-11	1.2548E-11
-8.5277E-11	1.2499E-11
-8.5176E-11	9.0504E-12
-8.5075E-11	1.8133E-11
-8.4974E-11	1.4536E-11
-8.4874E-11	1.4442E-11
-8.4773E-11	1.7434E-11
-8.4672E-11	2.0443E-11
-8.4571E-11	1.7183E-11
-8.4470E-11	1.1338E-11
-8.4370E-11	8.6388E-12
-8.4269E-11	1.6231E-11
-8.4168E-11	2.1473E-11
-8.4067E-11	2.7212E-11
-8.3966E-11	1.2171E-11
-8.3866E-11	7.8529E-12
